handle,sku,title,currentCollections,suggestedCollection,hasCollection,price,available,url
"base-motor-del-chevrolet-sail-s3-1-5-gm","24109760","BASE MOTOR DEL CHEVROLET SAIL S3 1.5 ( GM )","","motor-sensores-filtros","false","40.0","true","/producto/base-motor-del-chevrolet-sail-s3-1-5-gm/"
"base-motor-great-wall-m4-12-lh-chi","M4-26","BASE MOTOR GREAT WALL M4 12 LH ( CHI )","","motor-sensores-filtros","false","30.0","true","/producto/base-motor-great-wall-m4-12-lh-chi/"
"base-motor-great-wall-voleex-c30-10-20-lh","GW-0004-07","BASE MOTOR GREAT WALL VOLEEX C30 10- 20 LH","","motor-sensores-filtros","false","28.0","true","/producto/base-motor-great-wall-voleex-c30-10-20-lh/"
"base-motor-kia-picanto-r-1-2-17-lx-1-0-17-lh-kovar","502KA02F200","BASE MOTOR KIA PICANTO R 1.2 17- / LX 1.0 17- LH ( KOVAR )","","motor-sensores-filtros","false","35.0","true","/producto/base-motor-kia-picanto-r-1-2-17-lx-1-0-17-lh-kovar/"
"base-motor-kia-picanto-r-12-16-picanto-r-17-grand-i10-18-19-1-0-del-puente-kovar","502KA02C030","BASE MOTOR KIA PICANTO R 12- 16 / PICANTO R 17- / GRAND I10 18- 19 1.0 DEL PUENTE ( KOVAR )","","motor-sensores-filtros","false","25.0","true","/producto/base-motor-kia-picanto-r-12-16-picanto-r-17-grand-i10-18-19-1-0-del-puente-kovar/"
"base-motor-kia-picanto-r-12-16-del-lh-kovar","501KA02C000","BASE MOTOR KIA PICANTO R 12- 16 DEL LH ( KOVAR )","","motor-sensores-filtros","false","25.0","true","/producto/base-motor-kia-picanto-r-12-16-del-lh-kovar/"
"base-motor-pos-chery-arrizo-5-21-1-5-maxfit","06-003-03-020","BASE MOTOR POS CHERY ARRIZO 5 21- 1.5 ( MAXFIT )","","motor-sensores-filtros","false","40.0","true","/producto/base-motor-pos-chery-arrizo-5-21-1-5-maxfit/"
"base-motor-pos-chevrolet-aveo-1-4-1-6-05-chevy-taxi-1-5-kovar","502CV01B040","BASE MOTOR POS CHEVROLET AVEO 1.4/1.6 05- / CHEVY TAXI 1.5 ( KOVAR )","","motor-sensores-filtros","false","25.0","true","/producto/base-motor-pos-chevrolet-aveo-1-4-1-6-05-chevy-taxi-1-5-kovar/"
"base-motor-pos-great-wall-m4-14-chi","M4-25","BASE MOTOR POS GREAT WALL M4 14- ( CHI )","","motor-sensores-filtros","false","30.0","true","/producto/base-motor-pos-great-wall-m4-14-chi/"
"base-motor-pos-great-wall-voleex-c30-10-20","GW-0004-12","BASE MOTOR POS GREAT WALL VOLEEX C30 10- 20","","motor-sensores-filtros","false","20.0","true","/producto/base-motor-pos-great-wall-voleex-c30-10-20/"
"base-motor-shineray-x30l-19-lh-chi","X30-42","BASE MOTOR SHINERAY X30L 19- LH ( CHI )","","motor-sensores-filtros","false","40.0","true","/producto/base-motor-shineray-x30l-19-lh-chi/"
"base-motor-shineray-x30l-19-rh-chi","X30-41","BASE MOTOR SHINERAY X30L 19- RH ( CHI )","","motor-sensores-filtros","false","40.0","true","/producto/base-motor-shineray-x30l-19-rh-chi/"
"bayoneta-aceite-chevrolet-sail-12-17-raon","06-002-08-0372","BAYONETA ACEITE CHEVROLET SAIL 12- 17 ( RAON )","","motor-sensores-filtros","false","12.0","true","/producto/bayoneta-aceite-chevrolet-sail-12-17-raon/"
"bisagra-compuerta-rh-d-max-rt50-3-0-original","8981809490","BISAGRA COMPUERTA RH D-MAX RT50 3.0 ( ORIGINAL )","","puertas-manijas-chapas","false","40.0","true","/producto/bisagra-compuerta-rh-d-max-rt50-3-0-original/"
"bisel-faro-delantero-lh-chevrolet-fvr-07","1868300065","BISEL FARO DELANTERO LH CHEVROLET FVR 07","","silvines-faros-luces","false","70.0","true","/producto/bisel-faro-delantero-lh-chevrolet-fvr-07/"
"bisel-neblinero-hyundai-creta-17-18-rh-krc","02-001-19-2324","BISEL NEBLINERO HYUNDAI CRETA 17 - 18 RH ( KRC )","","silvines-faros-luces","false","15.0","true","/producto/bisel-neblinero-hyundai-creta-17-18-rh-krc/"
"bisel-neblinero-jac-2-0-4x2-4x4-t6-18-lh-niquelado-krc","01-001-46-0008","BISEL NEBLINERO JAC 2.0 4X2/4X4 T6 18- LH NIQUELADO ( KRC )","","silvines-faros-luces","false","20.0","true","/producto/bisel-neblinero-jac-2-0-4x2-4x4-t6-18-lh-niquelado-krc/"
"bisel-neblinero-jac-2-0-4x2-4x4-t6-18-rh-niquelado-krc","01-001-46-0009","BISEL NEBLINERO JAC 2.0 4X2/4X4 T6 18- RH NIQUELADO ( KRC )","","silvines-faros-luces","false","20.0","true","/producto/bisel-neblinero-jac-2-0-4x2-4x4-t6-18-rh-niquelado-krc/"
"bisel-neblinero-kia-rio-r-1-4-12-16-lh-mobis","86521-1W520","BISEL NEBLINERO KIA RIO R 1.4 12- 16 LH ( MOBIS )","","silvines-faros-luces","false","28.0","true","/producto/bisel-neblinero-kia-rio-r-1-4-12-16-lh-mobis/"
"blower-great-wall-3-5-sokita","ASUR35019G","BLOWER GREAT WALL 3/5 ( SOKITA )","","sin-clasificar","false","40.0","true","/producto/blower-great-wall-3-5-sokita/"
"bobina-de-encendido-chevrolet-d-max-rt53-2-4-5-pines-2015-2020","RP-BE5","BOBINA DE ENCENDIDO CHEVROLET D-MAX RT53 2.4 (5 PINES) 2015-2020","","motor-sensores-filtros","false","30.0","true","/producto/bobina-de-encendido-chevrolet-d-max-rt53-2-4-5-pines-2015-2020/"
"bobina-de-encendido-chevrolet-grand-vitara-sz-2-0-08-15","RP-BE6","BOBINA DE ENCENDIDO CHEVROLET GRAND VITARA SZ 2.0 08- 15","","motor-sensores-filtros","false","30.0","true","/producto/bobina-de-encendido-chevrolet-grand-vitara-sz-2-0-08-15/"
"bobina-de-encendido-chevrolet-sail-12-17","RP-BE3","BOBINA DE ENCENDIDO CHEVROLET SAIL 12- 17","","motor-sensores-filtros","false","22.0","true","/producto/bobina-de-encendido-chevrolet-sail-12-17/"
"bobina-de-encendido-chevrolet-sail-18-24","RP-BE4","BOBINA DE ENCENDIDO CHEVROLET SAIL 18- 24","","motor-sensores-filtros","false","25.0","true","/producto/bobina-de-encendido-chevrolet-sail-18-24/"
"bobina-de-encendido-corsa-wind-2000-2002-4-pines","RP-BE2","BOBINA DE ENCENDIDO CORSA WIND 2000-2002 (4 PINES)","","motor-sensores-filtros","false","28.0","true","/producto/bobina-de-encendido-corsa-wind-2000-2002-4-pines/"
"bobina-de-encendido-hyundai-new-accent-elantra-getz-matrix1-6-kia-rio-excite-2006-2011","RP-BE7","BOBINA DE ENCENDIDO HYUNDAI NEW ACCENT-ELANTRA-GETZ-MATRIX1.6-KIA RIO EXCITE 2006-2011","","motor-sensores-filtros","false","30.0","true","/producto/bobina-de-encendido-hyundai-new-accent-elantra-getz-matrix1-6-kia-rio-excite-2006-2011/"
"bobina-de-encendido-kia-rio-mexicano-18-24","RP-BE9","BOBINA DE ENCENDIDO KIA RIO MEXICANO 18- 24","","motor-sensores-filtros","false","30.0","true","/producto/bobina-de-encendido-kia-rio-mexicano-18-24/"
"bobina-de-encendido-kia-rio-r-cerato-forte-hyundai-elantra-accent-corta-2012-2015","RP-BE8","BOBINA DE ENCENDIDO KIA RIO R-CERATO FORTE, HYUNDAI ELANTRA-ACCENT (CORTA) 2012-2015","","motor-sensores-filtros","false","20.0","true","/producto/bobina-de-encendido-kia-rio-r-cerato-forte-hyundai-elantra-accent-corta-2012-2015/"
"bobina-de-encendido-kia-rio-stylus-1-5-kia-carens-2pines-2001-2014","RP-BE24","BOBINA DE ENCENDIDO KIA RIO STYLUS 1.5 / KIA CARENS ( 2PINES ) 2001-2014","","motor-sensores-filtros","false","38.0","true","/producto/bobina-de-encendido-kia-rio-stylus-1-5-kia-carens-2pines-2001-2014/"
"bobina-de-encendido-nissan-tiida-xtrail-06-14","RP-BE29","BOBINA DE ENCENDIDO NISSAN TIIDA / XTRAIL 06- 14","","motor-sensores-filtros","false","28.0","true","/producto/bobina-de-encendido-nissan-tiida-xtrail-06-14/"
"bobina-de-encendido-p-renault-clio-1-2-16v-d4f-original","8200702693","BOBINA DE ENCENDIDO P/ RENAULT CLIO 1.2 16V D4F ( ORIGINAL )","","motor-sensores-filtros","false","35.0","true","/producto/bobina-de-encendido-p-renault-clio-1-2-16v-d4f-original/"
"bobina-encendido-chevrolet-aveo-05-chevy-taxi-05-spark-06-spark-19-1-2-optra-05-07-3-pines-chi","DELPHI-3","BOBINA ENCENDIDO CHEVROLET AVEO 05- CHEVY TAXI 05- SPARK 06- SPARK 19- 1.2 OPTRA 05-07 3 PINES ( CHI )","","motor-sensores-filtros","false","30.0","true","/producto/bobina-encendido-chevrolet-aveo-05-chevy-taxi-05-spark-06-spark-19-1-2-optra-05-07-3-pines-chi/"
"bobina-encendido-chevrolet-aveo-1-4-1-5-1-6-05-family-emotion-chevy-taxi-spark-06-spark-gt-19-1-2-optra-05-07-3-pines-krc","04-002-08-0255","BOBINA ENCENDIDO CHEVROLET AVEO 1.4/1.5/1.6 05- / FAMILY / EMOTION / CHEVY TAXI / SPARK 06- / SPARK GT 19- 1.2 / OPTRA 05- 07 3 PINES ( KRC )","","motor-sensores-filtros","false","28.0","true","/producto/bobina-encendido-chevrolet-aveo-1-4-1-5-1-6-05-family-emotion-chevy-taxi-spark-06-spark-gt-19-1-2-optra-05-07-3-pines-krc/"
"bobina-encendido-chevrolet-captiva-turbo-1-5-rubigo","RUB-IC-031","BOBINA ENCENDIDO CHEVROLET CAPTIVA TURBO 1.5 ( RUBIGO )","","motor-sensores-filtros","false","32.0","true","/producto/bobina-encendido-chevrolet-captiva-turbo-1-5-rubigo/"
"bobina-encendido-chevrolet-corsa-96-08-daewo-1-5-98-04-redonda-4-pines-cowtotal","04-002-08-0479","BOBINA ENCENDIDO CHEVROLET CORSA 96 08 DAEWO 1.5 98 04 REDONDA 4 PINES ( COWTOTAL )","","motor-sensores-filtros","false","45.0","true","/producto/bobina-encendido-chevrolet-corsa-96-08-daewo-1-5-98-04-redonda-4-pines-cowtotal/"
"bobina-encendido-chevrolet-corsa-96-08-daewo-1-5-98-04-luv-2-2-aveo-1-6-redonda-4-pines","DELPHI-4","BOBINA ENCENDIDO CHEVROLET CORSA 96- 08 / DAEWO 1.5 98- 04 / LUV 2.2 / AVEO 1.6 REDONDA 4 PINES","","motor-sensores-filtros","false","30.0","true","/producto/bobina-encendido-chevrolet-corsa-96-08-daewo-1-5-98-04-luv-2-2-aveo-1-6-redonda-4-pines/"
"bobina-encendido-chevrolet-grand-vitara-1-6-g16b-99-06-esteem-97-02-3p-tipo-lapiz-allparts","04-002-08-0041","BOBINA ENCENDIDO CHEVROLET GRAND VITARA 1.6 G16B 99 06 ESTEEM 97 02 3P TIPO LAPIZ ( ALLPARTS )","","motor-sensores-filtros","false","45.0","true","/producto/bobina-encendido-chevrolet-grand-vitara-1-6-g16b-99-06-esteem-97-02-3p-tipo-lapiz-allparts/"
"bobina-encendido-chevrolet-grand-vitara-2-0-j20-99-mitsubishi","04-002-08-0098","BOBINA ENCENDIDO CHEVROLET GRAND VITARA 2.0 J20 99 -( MITSUBISHI )","","motor-sensores-filtros","false","45.0","true","/producto/bobina-encendido-chevrolet-grand-vitara-2-0-j20-99-mitsubishi/"
"bobina-encendido-chevrolet-n200-11-n300-glauss","GC4373","BOBINA ENCENDIDO CHEVROLET N200 11 N300 ( GLAUSS)","","motor-sensores-filtros","false","20.0","true","/producto/bobina-encendido-chevrolet-n200-11-n300-glauss/"
"bobina-encendido-chevrolet-sail-1-4-12-17-groove-1-5-20-tipo-lapiz-fuka","9023781","BOBINA ENCENDIDO CHEVROLET SAIL 1.4 12- 17 / GROOVE 1.5 20- TIPO LAPIZ ( FUKA )","","motor-sensores-filtros","false","25.0","true","/producto/bobina-encendido-chevrolet-sail-1-4-12-17-groove-1-5-20-tipo-lapiz-fuka/"
"bobina-encendido-dfsk-glory-560-19-c31-c35-c37-19-modulo-krc","04-002-56-0003","BOBINA ENCENDIDO DFSK GLORY 560 19- C31 / C35 / C37 19- MODULO ( KRC )","","motor-sensores-filtros","false","30.0","true","/producto/bobina-encendido-dfsk-glory-560-19-c31-c35-c37-19-modulo-krc/"
"bobina-encendido-hyundai-accent-06-11-xd-04-07-xcite-06-12-modulo-original","27301-26640","BOBINA ENCENDIDO HYUNDAI ACCENT 06-11 XD 04-07 XCITE 06-12 MODULO ( ORIGINAL )","","motor-sensores-filtros","false","35.0","true","/producto/bobina-encendido-hyundai-accent-06-11-xd-04-07-xcite-06-12-modulo-original/"
"bobina-encendido-hyundai-accent-1-4-1-6-12-kia-rio-r-1-4-12-hyundai-elantra-1-6-12-creta-1-6-08-veloster-1-6-11-rubigo","RUB-IC-012","BOBINA ENCENDIDO HYUNDAI ACCENT 1.4/1.6 12- / KIA RIO R 1.4 12- / HYUNDAI ELANTRA 1.6 12- / CRETA 1.6 08- / VELOSTER 1.6 11- ( RUBIGO )","","motor-sensores-filtros","false","20.0","true","/producto/bobina-encendido-hyundai-accent-1-4-1-6-12-kia-rio-r-1-4-12-hyundai-elantra-1-6-12-creta-1-6-08-veloster-1-6-11-rubigo/"
"bobina-encendido-kia-picanto-r-1-0-1-2-12-kia-rio-hyundai-i10-i20-record","04-002-22-0019","BOBINA ENCENDIDO KIA PICANTO R 1.0 1.2 12- / KIA RIO / HYUNDAI I10 I20 ( RECORD )","","motor-sensores-filtros","false","22.0","true","/producto/bobina-encendido-kia-picanto-r-1-0-1-2-12-kia-rio-hyundai-i10-i20-record/"
"bobina-encendido-kia-picanto-r-12-16-1-0-modulo-original","27301-04000","BOBINA ENCENDIDO KIA PICANTO R 12-16 1.0 MODULO ( ORIGINAL )","","motor-sensores-filtros","false","45.0","true","/producto/bobina-encendido-kia-picanto-r-12-16-1-0-modulo-original/"
"bobina-encendido-toyota-rav4-2400-2az-fe-06-original","90919-02239","BOBINA ENCENDIDO TOYOTA RAV4 2400 2AZ-FE 06 ( ORIGINAL )","","motor-sensores-filtros","false","45.0","true","/producto/bobina-encendido-toyota-rav4-2400-2az-fe-06-original/"
"bobina-encendido-toyota-yaris-1-5-2nr-18","04-002-35-0228","BOBINA ENCENDIDO TOYOTA YARIS 1.5 2NR 18 -","","motor-sensores-filtros","false","35.0","true","/producto/bobina-encendido-toyota-yaris-1-5-2nr-18/"
"bola-palanca-pomo-chevrolet-aveo-activo-chevy-taxi-04-18","225.63","BOLA PALANCA + POMO CHEVROLET AVEO ACTIVO / CHEVY TAXI 04-18","","interior-accesorios","false","20.0","true","/producto/bola-palanca-pomo-chevrolet-aveo-activo-chevy-taxi-04-18/"
"bola-palanca-pomo-chevrolet-corsa-evolution-04","225.62","BOLA PALANCA + POMO CHEVROLET CORSA EVOLUTION 04/-","","interior-accesorios","false","25.0","true","/producto/bola-palanca-pomo-chevrolet-corsa-evolution-04/"
"bola-palanca-hyundai-getz-tucson-ix","FCXN-M09","BOLA PALANCA HYUNDAI GETZ TUCSON IX","","interior-accesorios","false","20.0","true","/producto/bola-palanca-hyundai-getz-tucson-ix/"
"bomba-aceite-chevrolet-aveo-05-chevy-taxi-05-lanos-98-02-1-4-1-5-1-6-pinon-redondo","06-002-08-0017","BOMBA ACEITE CHEVROLET AVEO 05- CHEVY TAXI 05- LANOS 98-02 1.4/1.5/1.6 PIÑON REDONDO","","motor-sensores-filtros","false","40.99","true","/producto/bomba-aceite-chevrolet-aveo-05-chevy-taxi-05-lanos-98-02-1-4-1-5-1-6-pinon-redondo/"
"bomba-agua-chevrolet-aveo-05-emotion-08-nubira-98-03-1-4-1-6-dohc-besuto","20-176-007-007","BOMBA AGUA CHEVROLET AVEO 05- / EMOTION 08- / NUBIRA 98- 03 1.4/1.6 DOHC ( BESUTO )","","radiadores-refrigeracion","false","22.0","true","/producto/bomba-agua-chevrolet-aveo-05-emotion-08-nubira-98-03-1-4-1-6-dohc-besuto/"
"bomba-agua-chevrolet-aveo-05-emotion-08-nubira-98-03-1-4-1-6-dohc-aspas-plasticas-mando","06-002-08-0031","BOMBA AGUA CHEVROLET AVEO 05- / EMOTION 08- / NUBIRA 98- 03 1.4/1.6 DOHC (ASPAS PLASTICAS) ( MANDO )","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-chevrolet-aveo-05-emotion-08-nubira-98-03-1-4-1-6-dohc-aspas-plasticas-mando/"
"bomba-agua-chevrolet-aveo-family-1-5-05-corsa-1-3-1-4-1-6-corsa-evo-1-4-continental","WP6107","BOMBA AGUA CHEVROLET AVEO FAMILY 1.5 05 - CORSA 1.3 1.4 1.6 CORSA EVO 1.4 ( CONTINENTAL )","","radiadores-refrigeracion","false","28.0","true","/producto/bomba-agua-chevrolet-aveo-family-1-5-05-corsa-1-3-1-4-1-6-corsa-evo-1-4-continental/"
"bomba-agua-chevrolet-chevy-taxi-05-lanos-racer-cielo-espero-92-02-1-5-sohc-gm-arp","96352648","BOMBA AGUA CHEVROLET CHEVY TAXI 05- LANOS-RACER-CIELO-ESPERO 92-02 1.5 SOHC ( GM/ARP )","","radiadores-refrigeracion","false","30.0","true","/producto/bomba-agua-chevrolet-chevy-taxi-05-lanos-racer-cielo-espero-92-02-1-5-sohc-gm-arp/"
"bomba-agua-chevrolet-chevy-taxi-05-lanos-racer-cielo-espero-92-02-1-5-sohc-motorseven","96352648M7","BOMBA AGUA CHEVROLET CHEVY TAXI 05- LANOS-RACER-CIELO-ESPERO 92-02 1.5 SOHC ( MOTORSEVEN )","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-chevrolet-chevy-taxi-05-lanos-racer-cielo-espero-92-02-1-5-sohc-motorseven/"
"bomba-agua-chevrolet-luv-d-max-2-5-05-13-2wd-3-0-09-13-4wd-isuzu-nhr-2-8-4jb1-03-12-diesel-npw","06-002-08-2004","BOMBA AGUA CHEVROLET LUV D-MAX 2.5 05 - 13 2WD 3.0 09 - 13 4WD / ISUZU NHR 2.8 4JB1 03 - 12 DIESEL ( NPW )","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-chevrolet-luv-d-max-2-5-05-13-2wd-3-0-09-13-4wd-isuzu-nhr-2-8-4jb1-03-12-diesel-npw/"
"bomba-agua-chevrolet-optra-05-08-1-8-dohc-d-max-14-2-4-gas-gm-arp","24409355","BOMBA AGUA CHEVROLET OPTRA 05-08 1.8 DOHC D-MAX 14- 2.4 GAS ( GM/ARP)","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-chevrolet-optra-05-08-1-8-dohc-d-max-14-2-4-gas-gm-arp/"
"bomba-agua-chevrolet-optra-09-13-1-8-dohc-advance","06-002-08-0472","BOMBA AGUA CHEVROLET OPTRA 09-13 1.8 DOHC ADVANCE","","radiadores-refrigeracion","false","30.0","true","/producto/bomba-agua-chevrolet-optra-09-13-1-8-dohc-advance/"
"bomba-agua-chevrolet-sail-1-4-12-17-lcu","SAIL-10","BOMBA AGUA CHEVROLET SAIL 1.4 12-17 LCU","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-chevrolet-sail-1-4-12-17-lcu/"
"bomba-agua-chevrolet-sail-1-5-18","06-002-08-1271","BOMBA AGUA CHEVROLET SAIL 1.5 18 -","","radiadores-refrigeracion","false","33.0","true","/producto/bomba-agua-chevrolet-sail-1-5-18/"
"bomba-agua-chevrolet-san-remo-1-6-83-parcial-urba","06-002-08-0149","BOMBA AGUA CHEVROLET SAN REMO 1.6 83 - PARCIAL ( URBA )","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-chevrolet-san-remo-1-6-83-parcial-urba/"
"bomba-agua-chevrolet-swift-92-vitara-grand-vitara-1-6-atc","1740060812","BOMBA AGUA CHEVROLET SWIFT 92 - VITARA GRAND VITARA 1.6 ( ATC)","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-chevrolet-swift-92-vitara-grand-vitara-1-6-atc/"
"bomba-agua-chevrolet-swift-92-vitara-grand-vitara-1-6-npw-japan","06-002-08-0098","BOMBA AGUA CHEVROLET SWIFT 92 - VITARA GRAND VITARA 1.6 ( NPW/JAPAN )","","radiadores-refrigeracion","false","28.0","true","/producto/bomba-agua-chevrolet-swift-92-vitara-grand-vitara-1-6-npw-japan/"
"bomba-agua-hyundai-accent-verna-getz-matrix-elantra-xd-rio-xcite-cerato-01-11-1-4-1-5-1-6-dohc-mando","06-002-19-0193","BOMBA AGUA HYUNDAI ACCENT-VERNA-GETZ-MATRIX-ELANTRA XD-RIO XCITE-CERATO 01-11 1.4/1.5/1.6 DOHC ( MANDO )","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-hyundai-accent-verna-getz-matrix-elantra-xd-rio-xcite-cerato-01-11-1-4-1-5-1-6-dohc-mando/"
"bomba-agua-hyundai-tucson-05-10-sportage-05-10-sportage-active-08-cerato-04-09-2-0-gas","TUCSON-1","BOMBA AGUA HYUNDAI TUCSON 05-10 / SPORTAGE 05-10 / SPORTAGE ACTIVE 08- / CERATO 04-09 2.0 GAS","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-hyundai-tucson-05-10-sportage-05-10-sportage-active-08-cerato-04-09-2-0-gas/"
"bomba-agua-hyundai-tucson-05-10-sportage-05-10-sportage-active-08-cerato-04-09-2-0-gas-mando","25100-23530","BOMBA AGUA HYUNDAI TUCSON 05-10 SPORTAGE 05-10 SPORTAGE ACTIVE 08- CERATO 04-09 2.0 GAS ( MANDO )","","radiadores-refrigeracion","false","45.0","true","/producto/bomba-agua-hyundai-tucson-05-10-sportage-05-10-sportage-active-08-cerato-04-09-2-0-gas-mando/"
"bomba-agua-hyundai-tucson-2-0-gas-05-10-sportage-active-08-cerato-04-09-original","06-002-19-0263","BOMBA AGUA HYUNDAI TUCSON 2.0 GAS 05 10 SPORTAGE ACTIVE 08 - CERATO 04 09 ( ORIGINAL )","","radiadores-refrigeracion","false","65.0","true","/producto/bomba-agua-hyundai-tucson-2-0-gas-05-10-sportage-active-08-cerato-04-09-original/"
"bomba-agua-isuzu-npr-nkr-4-3-4hf1-94-05-npr-nqr-4hg1-4-6-98-06-nqr-nps-4he1-t-4-8-99-06-gmb","06-002-20-0025","BOMBA AGUA ISUZU NPR NKR 4.3 4HF1 94 05 NPR NQR 4HG1 4.6 98 06 NQR NPS 4HE1-T 4.8 99 06 ( GMB )","","radiadores-refrigeracion","false","40.0","true","/producto/bomba-agua-isuzu-npr-nkr-4-3-4hf1-94-05-npr-nqr-4hg1-4-6-98-06-nqr-nps-4he1-t-4-8-99-06-gmb/"
"bomba-agua-kia-picanto-r-1-2-17-soluto-19-verna-1-4-19-hyundai-i10-09-record","06-002-22-0021","BOMBA AGUA KIA PICANTO R 1.2 17- SOLUTO 19- VERNA 1.4 19- HYUNDAI I10 09- ( RECORD )","","radiadores-refrigeracion","false","28.0","true","/producto/bomba-agua-kia-picanto-r-1-2-17-soluto-19-verna-1-4-19-hyundai-i10-09-record/"
"bomba-agua-mazda-b2200-97-bt-50-f2-06-15-gns","YH-MZ102","BOMBA AGUA MAZDA B2200 97 - BT-50 F2 06-15 (GNS )","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-mazda-b2200-97-bt-50-f2-06-15-gns/"
"bomba-agua-nissan-datsun-1200-a12-72-99-npw","06-002-28-0039","BOMBA AGUA NISSAN DATSUN 1200 A12 72 99 ( NPW )","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-nissan-datsun-1200-a12-72-99-npw/"
"bomba-agua-nissan-sentra-b13-1-6-ga16de-16v-96-gmb","06-002-28-0486","BOMBA AGUA NISSAN SENTRA B13 1.6 GA16DE 16V 96 - ( GMB )","","radiadores-refrigeracion","false","28.0","true","/producto/bomba-agua-nissan-sentra-b13-1-6-ga16de-16v-96-gmb/"
"bomba-agua-nissan-sentra-b14","SENTRA-1","BOMBA AGUA NISSAN SENTRA B14","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-nissan-sentra-b14/"
"bomba-agua-nissan-tiida-1-6-hr16de-07-npw-japan","06-002-28-0076","BOMBA AGUA NISSAN TIIDA 1.6 HR16DE 07 - ( NPW/JAPAN )","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-nissan-tiida-1-6-hr16de-07-npw-japan/"
"bomba-agua-nissan-xtrail-t32-rogue-nissan","21010-3TA1B","BOMBA AGUA NISSAN XTRAIL T32 / ROGUE ( NISSAN )","","radiadores-refrigeracion","false","80.0","true","/producto/bomba-agua-nissan-xtrail-t32-rogue-nissan/"
"bomba-agua-suzuki-forsa-i-1-0-ga10-87-record","06-002-34-0006","BOMBA AGUA SUZUKI FORSA I 1.0 GA10 87 ( RECORD )","","radiadores-refrigeracion","false","28.0","true","/producto/bomba-agua-suzuki-forsa-i-1-0-ga10-87-record/"
"bomba-agua-suzuki-forsa-ii-1-0-g10a-92-gmb","06-002-34-0160","BOMBA AGUA SUZUKI FORSA II 1.0 G10A 92 - ( GMB )","","radiadores-refrigeracion","false","25.0","true","/producto/bomba-agua-suzuki-forsa-ii-1-0-g10a-92-gmb/"
"bomba-agua-volkswagen-amarok-2-0-tdi-16v-turbo-4cil-10-schadek","06-002-37-0527","BOMBA AGUA VOLKSWAGEN AMAROK 2.0 TDI 16V TURBO 4CIL 10 - ( SCHADEK )","","radiadores-refrigeracion","false","35.0","true","/producto/bomba-agua-volkswagen-amarok-2-0-tdi-16v-turbo-4cil-10-schadek/"
"bomba-combustible-chevrolet-aveo-activo-1-4-1-5-1-6-05-19-family-emotion-chevy-taxi-completa-bm","RP-BC1","BOMBA COMBUSTIBLE CHEVROLET AVEO ACTIVO 1.4/1.5/1.6 05- 19 / FAMILY / EMOTION / CHEVY TAXI COMPLETA ( BM )","","sin-clasificar","false","55.0","true","/producto/bomba-combustible-chevrolet-aveo-activo-1-4-1-5-1-6-05-19-family-emotion-chevy-taxi-completa-bm/"
"bomba-combustible-chevrolet-corsa-evolution-1-8-03-07-completa-bm","RP-BC4","BOMBA COMBUSTIBLE CHEVROLET CORSA EVOLUTION 1.8 03- 07 COMPLETA ( BM )","","sin-clasificar","false","65.0","true","/producto/bomba-combustible-chevrolet-corsa-evolution-1-8-03-07-completa-bm/"
"bomba-combustible-chevrolet-grand-vitara-sz-2-0-j20a-2-7-xl-08","15100-65842","BOMBA COMBUSTIBLE CHEVROLET GRAND VITARA SZ 2.0 J20A/2.7 XL 08-","","sin-clasificar","false","90.0","true","/producto/bomba-combustible-chevrolet-grand-vitara-sz-2-0-j20a-2-7-xl-08/"
"bomba-combustible-chevrolet-spark-02-05-cpt-motorex","96563403","BOMBA COMBUSTIBLE CHEVROLET SPARK 02-05 CPT ( MOTOREX )","","motor-sensores-filtros","false","75.0","true","/producto/bomba-combustible-chevrolet-spark-02-05-cpt-motorex/"
"bomba-combustible-chevrolet-spark-06-12-cpt-gm","04-002-08-0221","BOMBA COMBUSTIBLE CHEVROLET SPARK 06-12 CPT (GM)","","sin-clasificar","false","88.0","true","/producto/bomba-combustible-chevrolet-spark-06-12-cpt-gm/"
"bomba-combustible-chevrolet-spark-1-0-06-18-completa-bm","RP-BC3","BOMBA COMBUSTIBLE CHEVROLET SPARK 1.0 06- 18 COMPLETA ( BM )","","sin-clasificar","false","55.0","true","/producto/bomba-combustible-chevrolet-spark-1-0-06-18-completa-bm/"
"bomba-combustible-great-wall-haval-h3-h5-2-4-4g64-12-14-bm","RP-BC30","BOMBA COMBUSTIBLE GREAT WALL HAVAL H3/H5 2.4 4G64 12- 14 ( BM )","","sin-clasificar","false","70.0","true","/producto/bomba-combustible-great-wall-haval-h3-h5-2-4-4g64-12-14-bm/"
